delta_gpu_hours_vs_control_mean,delta_gpu_hours_vs_control_sd,delta_train_loss_vs_control_mean,delta_train_loss_vs_control_sd,delta_validation_loss_vs_control_mean,delta_validation_loss_vs_control_sd,delta_wall_seconds_vs_control_mean,delta_wall_seconds_vs_control_sd,gmacs_per_image_mean,gmacs_per_image_sd,gpu_hours_mean,gpu_hours_sd,group,parameters_trainable_mean,parameters_trainable_sd,peak_allocated_mb_mean,peak_allocated_mb_sd,peak_reserved_mb_mean,peak_reserved_mb_sd,phase,run_count,step,train_loss_mean,train_loss_sd,validation_loss_mean,validation_loss_sd,wall_seconds_mean,wall_seconds_sd
,,,,,,,,6.05331456,0.0,0.7630462724541819,0.0,e0_original,32475660.0,0.0,1708.15185546875,0.0,1794.0,0.0,pilot,1,25000,0.04182879556901753,0.0,0.03925151453586295,0.0,2746.966571270139,0.0
0.49282158637745954,0.0,-0.00019606889691203833,0.0,-1.4493195340040121e-05,0.0,1774.1577106388286,0.0,5.953437824,0.0,1.2558678588316414,0.0,m0_coupled,32475208.0,0.0,1930.57373046875,0.0,2048.0,0.0,pilot,1,25000,0.04163272667210549,0.0,0.03923702134052291,0.0,4521.1242819089675,0.0
0.493136862552492,0.0,-0.00021035224199295044,0.0,-0.0001396364648826448,0.0,1775.2927046088735,0.0,5.953437824,0.0,1.256183135006674,0.0,m1_separated,32475208.0,0.0,1930.57373046875,0.0,2048.0,0.0,pilot,1,25000,0.04161844332702458,0.0,0.03911187807098031,0.0,4522.259275879012,0.0
0.4973214896669055,0.0,-0.00023844302631914616,0.0,4.325604531914273e-05,0.0,1790.3573628216982,0.0,5.953437824,0.0,1.2603677621210874,0.0,m2_adaptive,32475208.0,0.0,1930.57177734375,0.0,2048.0,0.0,pilot,1,25000,0.04159035254269838,0.0,0.039294770581182095,0.0,4537.323934091837,0.0
0.49331975986107446,0.0,-0.00021922262385487556,0.0,3.839249256995525e-06,0.0,1775.9511349188397,0.0,5.953437824,0.0,1.2563660323152563,0.0,ms_static,32475208.0,0.0,1930.57177734375,0.0,2048.0,0.0,pilot,1,25000,0.041609572945162654,0.0,0.03925535378511995,0.0,4522.917706188979,0.0
