fid_mean,fid_sd,gmacs_per_image_mean,gmacs_per_image_sd,gpu_hours_mean,gpu_hours_sd,group,kid_mean,kid_sd,parameters_trainable_mean,parameters_trainable_sd,peak_allocated_mb_mean,peak_allocated_mb_sd,peak_reserved_mb_mean,peak_reserved_mb_sd,phase,precision_mean,precision_sd,recall_mean,recall_sd,run_count,step,train_loss_mean,train_loss_sd,validation_loss_mean,validation_loss_sd,validation_loss_tq1_mean,validation_loss_tq1_sd,validation_loss_tq2_mean,validation_loss_tq2_sd,validation_loss_tq3_mean,validation_loss_tq3_sd,validation_loss_tq4_mean,validation_loss_tq4_sd,wall_seconds_mean,wall_seconds_sd
62.31297530687493,0.0,26.624262144,0.0,2.167506236147989,0.0,e1_uniform_b,0.04081661477779749,0.0,143702028.0,0.0,18152.3203125,0.0,18730.0,0.0,ffn_calibration,0.6038,0.0,0.3426,0.0,1,50000,0.035462502390146255,0.0,0.031106426519155503,0.0,0.09859606834730364,0.0,0.01766092045130837,0.0,0.0034394434673732928,0.0,0.0004728168277282974,0.0,7803.022440227913,0.0
