fid_mean,fid_sd,gmacs_per_image_mean,gmacs_per_image_sd,gpu_hours_mean,gpu_hours_sd,group,kid_mean,kid_sd,parameters_trainable_mean,parameters_trainable_sd,peak_allocated_mb_mean,peak_allocated_mb_sd,peak_reserved_mb_mean,peak_reserved_mb_sd,phase,precision_mean,precision_sd,recall_mean,recall_sd,run_count,step,train_loss_mean,train_loss_sd,validation_loss_mean,validation_loss_sd,validation_loss_tq1_mean,validation_loss_tq1_sd,validation_loss_tq2_mean,validation_loss_tq2_sd,validation_loss_tq3_mean,validation_loss_tq3_sd,validation_loss_tq4_mean,validation_loss_tq4_sd,wall_seconds_mean,wall_seconds_sd
11.277939329180526,0.0,26.624262144,0.0,8.67195058638353,0.0,e1_uniform_b,0.003083609560701821,0.0,143702028.0,0.0,18152.3203125,0.0,18730.0,0.0,ffn_calibration,0.6892,0.0,0.5456,0.0,1,200000,0.03464207798242569,0.0,0.029089798709750175,0.0,0.09219382986266617,0.0,0.016815188572924716,0.0,0.003164153397584647,0.0,0.00020139240465747812,0.0,31219.022091069724,0.0
