fid_mean,fid_sd,gmacs_per_image_mean,gmacs_per_image_sd,gpu_hours_mean,gpu_hours_sd,group,kid_mean,kid_sd,parameters_trainable_mean,parameters_trainable_sd,peak_allocated_mb_mean,peak_allocated_mb_sd,peak_reserved_mb_mean,peak_reserved_mb_sd,phase,precision_mean,precision_sd,recall_mean,recall_sd,run_count,step,train_loss_mean,train_loss_sd,validation_loss_mean,validation_loss_sd,validation_loss_tq1_mean,validation_loss_tq1_sd,validation_loss_tq2_mean,validation_loss_tq2_sd,validation_loss_tq3_mean,validation_loss_tq3_sd,validation_loss_tq4_mean,validation_loss_tq4_sd,wall_seconds_mean,wall_seconds_sd
13.763687095564364,0.0,26.624262144,0.0,4.333841945665255,0.0,e1_uniform_b,0.0037800670839328366,0.0,143702028.0,0.0,18152.3203125,0.0,18730.0,0.0,ffn_calibration,0.642,0.0,0.5464,0.0,1,100000,0.03246381878852844,0.0,0.02934335885643959,0.0,0.09303292391927283,0.0,0.01693734438293329,0.0,0.0031740160299644337,0.0,0.00020783937741999264,0.0,15601.830993958749,0.0
