allocation,allocation_strength,block_macs,block_types,counting_convention,delta_gpu_hours_vs_control,delta_train_loss_vs_control,delta_validation_loss_vs_control,delta_wall_seconds_vs_control,depth,effective_batch_size_single_gpu,elapsed_human,epoch,epoch_progress_percent,epochs_completed,estimated_total_epochs,eta_human,eta_seconds,event,experiment,gate_mode,gflops_fma2,gmacs_per_image,gpu_hours,gradient_norm,group,hidden_size,image_size,interval_images_per_second,macs_per_image,max_steps,memory_b03_decay_mean,memory_b03_decay_std,memory_b03_decay_tq1,memory_b03_decay_tq2,memory_b03_decay_tq3,memory_b03_decay_tq4,memory_b03_erase_mean,memory_b03_erase_std,memory_b03_erase_tq1,memory_b03_erase_tq2,memory_b03_erase_tq3,memory_b03_erase_tq4,memory_b03_erase_write_abs_gap_mean,memory_b03_erase_write_abs_gap_std,memory_b03_erase_write_abs_gap_tq1,memory_b03_erase_write_abs_gap_tq2,memory_b03_erase_write_abs_gap_tq3,memory_b03_erase_write_abs_gap_tq4,memory_b03_gate_saturation_fraction_mean,memory_b03_gate_saturation_fraction_std,memory_b03_gate_saturation_fraction_tq1,memory_b03_gate_saturation_fraction_tq2,memory_b03_gate_saturation_fraction_tq3,memory_b03_gate_saturation_fraction_tq4,memory_b03_lambda_mean,memory_b03_lambda_std,memory_b03_lambda_tq1,memory_b03_lambda_tq2,memory_b03_lambda_tq3,memory_b03_lambda_tq4,memory_b03_output_rms_mean,memory_b03_output_rms_std,memory_b03_output_rms_tq1,memory_b03_output_rms_tq2,memory_b03_output_rms_tq3,memory_b03_output_rms_tq4,memory_b03_state_rms_mean,memory_b03_state_rms_std,memory_b03_state_rms_tq1,memory_b03_state_rms_tq2,memory_b03_state_rms_tq3,memory_b03_state_rms_tq4,memory_b03_write_mean,memory_b03_write_std,memory_b03_write_tq1,memory_b03_write_tq2,memory_b03_write_tq3,memory_b03_write_tq4,memory_b06_decay_mean,memory_b06_decay_std,memory_b06_decay_tq1,memory_b06_decay_tq2,memory_b06_decay_tq3,memory_b06_decay_tq4,memory_b06_erase_mean,memory_b06_erase_std,memory_b06_erase_tq1,memory_b06_erase_tq2,memory_b06_erase_tq3,memory_b06_erase_tq4,memory_b06_erase_write_abs_gap_mean,memory_b06_erase_write_abs_gap_std,memory_b06_erase_write_abs_gap_tq1,memory_b06_erase_write_abs_gap_tq2,memory_b06_erase_write_abs_gap_tq3,memory_b06_erase_write_abs_gap_tq4,memory_b06_gate_saturation_fraction_mean,memory_b06_gate_saturation_fraction_std,memory_b06_gate_saturation_fraction_tq1,memory_b06_gate_saturation_fraction_tq2,memory_b06_gate_saturation_fraction_tq3,memory_b06_gate_saturation_fraction_tq4,memory_b06_lambda_mean,memory_b06_lambda_std,memory_b06_lambda_tq1,memory_b06_lambda_tq2,memory_b06_lambda_tq3,memory_b06_lambda_tq4,memory_b06_output_rms_mean,memory_b06_output_rms_std,memory_b06_output_rms_tq1,memory_b06_output_rms_tq2,memory_b06_output_rms_tq3,memory_b06_output_rms_tq4,memory_b06_state_rms_mean,memory_b06_state_rms_std,memory_b06_state_rms_tq1,memory_b06_state_rms_tq2,memory_b06_state_rms_tq3,memory_b06_state_rms_tq4,memory_b06_write_mean,memory_b06_write_std,memory_b06_write_tq1,memory_b06_write_tq2,memory_b06_write_tq3,memory_b06_write_tq4,memory_b09_decay_mean,memory_b09_decay_std,memory_b09_decay_tq1,memory_b09_decay_tq2,memory_b09_decay_tq3,memory_b09_decay_tq4,memory_b09_erase_mean,memory_b09_erase_std,memory_b09_erase_tq1,memory_b09_erase_tq2,memory_b09_erase_tq3,memory_b09_erase_tq4,memory_b09_erase_write_abs_gap_mean,memory_b09_erase_write_abs_gap_std,memory_b09_erase_write_abs_gap_tq1,memory_b09_erase_write_abs_gap_tq2,memory_b09_erase_write_abs_gap_tq3,memory_b09_erase_write_abs_gap_tq4,memory_b09_gate_saturation_fraction_mean,memory_b09_gate_saturation_fraction_std,memory_b09_gate_saturation_fraction_tq1,memory_b09_gate_saturation_fraction_tq2,memory_b09_gate_saturation_fraction_tq3,memory_b09_gate_saturation_fraction_tq4,memory_b09_lambda_mean,memory_b09_lambda_std,memory_b09_lambda_tq1,memory_b09_lambda_tq2,memory_b09_lambda_tq3,memory_b09_lambda_tq4,memory_b09_output_rms_mean,memory_b09_output_rms_std,memory_b09_output_rms_tq1,memory_b09_output_rms_tq2,memory_b09_output_rms_tq3,memory_b09_output_rms_tq4,memory_b09_state_rms_mean,memory_b09_state_rms_std,memory_b09_state_rms_tq1,memory_b09_state_rms_tq2,memory_b09_state_rms_tq3,memory_b09_state_rms_tq4,memory_b09_write_mean,memory_b09_write_std,memory_b09_write_tq1,memory_b09_write_tq2,memory_b09_write_tq3,memory_b09_write_tq4,memory_b12_decay_mean,memory_b12_decay_std,memory_b12_decay_tq1,memory_b12_decay_tq2,memory_b12_decay_tq3,memory_b12_decay_tq4,memory_b12_erase_mean,memory_b12_erase_std,memory_b12_erase_tq1,memory_b12_erase_tq2,memory_b12_erase_tq3,memory_b12_erase_tq4,memory_b12_erase_write_abs_gap_mean,memory_b12_erase_write_abs_gap_std,memory_b12_erase_write_abs_gap_tq1,memory_b12_erase_write_abs_gap_tq2,memory_b12_erase_write_abs_gap_tq3,memory_b12_erase_write_abs_gap_tq4,memory_b12_gate_saturation_fraction_mean,memory_b12_gate_saturation_fraction_std,memory_b12_gate_saturation_fraction_tq1,memory_b12_gate_saturation_fraction_tq2,memory_b12_gate_saturation_fraction_tq3,memory_b12_gate_saturation_fraction_tq4,memory_b12_lambda_mean,memory_b12_lambda_std,memory_b12_lambda_tq1,memory_b12_lambda_tq2,memory_b12_lambda_tq3,memory_b12_lambda_tq4,memory_b12_output_rms_mean,memory_b12_output_rms_std,memory_b12_output_rms_tq1,memory_b12_output_rms_tq2,memory_b12_output_rms_tq3,memory_b12_output_rms_tq4,memory_b12_state_rms_mean,memory_b12_state_rms_std,memory_b12_state_rms_tq1,memory_b12_state_rms_tq2,memory_b12_state_rms_tq3,memory_b12_state_rms_tq4,memory_b12_write_mean,memory_b12_write_std,memory_b12_write_tq1,memory_b12_write_tq2,memory_b12_write_tq3,memory_b12_write_tq4,memory_backend,memory_block_indices,microbatches_consumed,mixer_macs,mlp_hidden_sizes,mlp_hidden_sum,num_heads,paired_control_group,parameters_mlp,parameters_total,parameters_trainable,patch_size,peak_allocated_mb,peak_reserved_mb,phase,precision,preview_failures,progress_percent,recurrent_state_shape,samples_seen,scan_directions,seed,skipped_updates,source,step,steps_remaining,tokens,train_loss,validation_failures,validation_loss,validation_loss_tq1,validation_loss_tq2,validation_loss_tq3,validation_loss_tq4,wall_seconds
uniform,0.0,"[504201216, 504201216, 504201216, 504201216, 504201216, 504201216, 504201216, 504201216, 504201216, 504201216, 504201216, 504201216]","['softmax_attention', 'softmax_attention', 'softmax_attention', 'softmax_attention', 'softmax_attention', 'softmax_attention', 'softmax_attention', 'softmax_attention', 'softmax_attention', 'softmax_attention', 'softmax_attention', 'softmax_attention']","analytic dense MACs per image; one multiply-accumulate=1 MAC; includes patch/timestep projections, mixer projections, softmax QK+AV or the operator-equivalent GDN2 state recurrence, FFN, adaLN and output projection; excludes bias, normalization, nonlinear activation, trigonometric embedding and additions",,,,,12,128,18m14s,29,44.950213371266,28,28.44950213371266,00m00s,0.0,train,pilot_a0_softmax_seed11,,12.10662912,6.05331456,0.3043637554350102,0.11910730600357056,e0_original,384,32,1223.488316231992,6053314560,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],80000,"[201326592, 201326592, 201326592, 201326592, 201326592, 201326592, 201326592, 201326592, 201326592, 201326592, 201326592, 201326592]","[1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536]",18432,6,,14178816,32475660,32475660,2,1708.15185546875,1794.0,pilot,bf16,0,100.0,,1280000,"[None, None, None, None, None, None, None, None, None, None, None, None]",11,0,outputs/pilot_a0_softmax_seed11/final_metrics.json,10000,0,256,0.04087873094249517,0,0.21835198476910592,0.4140479490160942,0.15875751762443288,0.13675923980772495,0.14739026630820792,1095.7095097310375
uniform,0.0,"[493191168, 493191168, 501252128, 493191168, 493191168, 501252128, 493191168, 493191168, 501252128, 493191168, 493191168, 501252128]","['softmax_attention', 'softmax_attention', 'gdn2_memory', 'softmax_attention', 'softmax_attention', 'gdn2_memory', 'softmax_attention', 'softmax_attention', 'gdn2_memory', 'softmax_attention', 'softmax_attention', 'gdn2_memory']","analytic dense MACs per image; one multiply-accumulate=1 MAC; includes patch/timestep projections, mixer projections, softmax QK+AV or the operator-equivalent GDN2 state recurrence, FFN, adaLN and output projection; excludes bias, normalization, nonlinear activation, trigonometric embedding and additions",0.2001307203685994,-0.0001547632273286581,-0.003892124630510807,720.4705933269579,12,128,30m14s,29,44.950213371266,28,28.44950213371266,00m00s,0.0,train,pilot_m0_coupled_seed11,coupled,11.906875648,5.953437824,0.5044944758036096,0.11790265142917633,m0_coupled,384,32,711.7140719054685,5953437824,10000,0.7954127788543701,0.0013372133253142238,0.7939561605453491,0.794880211353302,0.7961528897285461,0.7968041300773621,0.5088470578193665,0.0017435128102079034,0.5114545226097107,0.5080862045288086,0.5078125,0.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5042110085487366,0.0012685918482020497,0.5028589367866516,0.5040834546089172,0.5047821998596191,0.5052470564842224,0.14960835874080658,0.0032276576384902,0.14511515200138092,0.15022578835487366,0.15189093351364136,0.1515800654888153,0.5088470578193665,0.0017435128102079034,0.5114545226097107,0.5080862045288086,0.5078125,0.5078125,0.8201964497566223,0.0025254101492464542,0.8168215751647949,0.8193581104278564,0.8218469023704529,0.823080837726593,0.508160412311554,0.0025489029940217733,0.5113166570663452,0.5079742074012756,0.507763683795929,0.5052593946456909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5010687112808228,0.0009134905994869769,0.5017378926277161,0.5010944604873657,0.5007400512695312,0.5006425976753235,0.18843364715576172,0.007371874526143074,0.17790956795215607,0.1913147270679474,0.19315625727176666,0.19223211705684662,0.508160412311554,0.0025489029940217733,0.5113166570663452,0.5079742074012756,0.507763683795929,0.5052593946456909,0.8298085331916809,0.0019223651615902781,0.8273604512214661,0.82951819896698,0.8309623003005981,0.8316205739974976,0.5074920654296875,0.0027621358167380095,0.5109030604362488,0.5078622698783875,0.5069214105606079,0.5039190053939819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5082105398178101,0.0028680029790848494,0.5111541152000427,0.5088396072387695,0.5067558884620667,0.5058161616325378,0.2034771740436554,0.009298000484704971,0.19149775803089142,0.20748406648635864,0.20836463570594788,0.2075645923614502,0.5074920654296875,0.0027621358167380095,0.5109030604362488,0.5078622698783875,0.5069214105606079,0.5039190053939819,0.8316258788108826,0.0014024811098352075,0.829657256603241,0.8312328457832336,0.8325684666633606,0.8332297205924988,0.506176769733429,0.00283665768802166,0.5098690390586853,0.5067053437232971,0.50390625,0.50390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5137272477149963,0.007716543506830931,0.5247207283973694,0.5139356851577759,0.5087534189224243,0.506500244140625,0.18589885532855988,0.00786359328776598,0.17670764029026031,0.18937021493911743,0.18955175578594208,0.1887291669845581,0.506176769733429,0.00283665768802166,0.5098690390586853,0.5067053437232971,0.50390625,0.50390625,fla,"[2, 5, 8, 11]",80000,"[201326592, 201326592, 209387552, 201326592, 201326592, 209387552, 201326592, 201326592, 209387552, 201326592, 201326592, 209387552]","[1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480]",17760,6,e0_original,13662048,32475208,32475208,2,1930.57373046875,2048.0,pilot,bf16,0,100.0,"[6, 64, 64]",1280000,"[None, None, 'lr', None, None, 'rl', None, None, 'tb', None, None, 'bt']",11,0,outputs/pilot_m0_coupled_seed11/final_metrics.json,10000,0,256,0.04072396771516651,0,0.2144598601385951,0.402101544334608,0.16044484235488685,0.13704460905864835,0.14235340672380783,1816.1801030579954
uniform,0.0,"[493191168, 493191168, 501252128, 493191168, 493191168, 501252128, 493191168, 493191168, 501252128, 493191168, 493191168, 501252128]","['softmax_attention', 'softmax_attention', 'gdn2_memory', 'softmax_attention', 'softmax_attention', 'gdn2_memory', 'softmax_attention', 'softmax_attention', 'gdn2_memory', 'softmax_attention', 'softmax_attention', 'gdn2_memory']","analytic dense MACs per image; one multiply-accumulate=1 MAC; includes patch/timestep projections, mixer projections, softmax QK+AV or the operator-equivalent GDN2 state recurrence, FFN, adaLN and output projection; excludes bias, normalization, nonlinear activation, trigonometric embedding and additions",0.1972624019860975,-9.048380888998508e-06,-0.003964449279010296,710.1446462690365,12,128,30m04s,29,44.950213371266,28,28.44950213371266,00m00s,0.0,train,pilot_m1_separated_seed11,separated,11.906875648,5.953437824,0.5016261574211077,0.11837141960859299,m1_separated,384,32,721.7008595429619,5953437824,10000,0.7999357581138611,0.0010066175600513816,0.7986711263656616,0.7995480298995972,0.8005868196487427,0.8010571599006653,0.550830066204071,0.0085606025531888,0.5627182722091675,0.5527716875076294,0.5446533560752869,0.5420879125595093,0.11236267536878586,0.008270995691418648,0.12392578274011612,0.11431068181991577,0.10646972805261612,0.1036783829331398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5055675506591797,0.0013593174517154694,0.5042231678962708,0.5050111413002014,0.5062130093574524,0.5069569945335388,0.1422930806875229,0.00494573125615716,0.1349896639585495,0.14314688742160797,0.1459703892469406,0.14568638801574707,0.500042736530304,0.00038602022686973214,0.5001608729362488,0.5,0.5,0.5,0.8249527812004089,0.0017605230677872896,0.8227880597114563,0.8241897821426392,0.8260887265205383,0.8269533514976501,0.5340973138809204,0.009447642602026463,0.5469209551811218,0.5365495681762695,0.5279785394668579,0.5237311124801636,0.08148002624511719,0.008599759079515934,0.09314683079719543,0.08345099538564682,0.07560577243566513,0.07263742387294769,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5021210312843323,0.0010066175600513816,0.5018131136894226,0.5023347735404968,0.502189040184021,0.5021727085113525,0.18684165179729462,0.008535543456673622,0.1745130866765976,0.19003206491470337,0.19232513010501862,0.1915319859981537,0.4999862611293793,0.000244140625,0.4999540448188782,0.49999380111694336,0.5,0.5,0.829757809638977,0.0017435128102079034,0.8276528120040894,0.8294461369514465,0.8307749032974243,0.8313536643981934,0.5368682742118835,0.009809775277972221,0.5505744814872742,0.5386022329330444,0.5299438834190369,0.5271012187004089,0.08229980617761612,0.010033741593360901,0.09640970081090927,0.083984375,0.07538451999425888,0.07212520390748978,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5080620646476746,0.002944906707853079,0.511658787727356,0.508446455001831,0.5062630772590637,0.5055525302886963,0.19416294991970062,0.010952027514576912,0.17932428419589996,0.19835418462753296,0.2003439962863922,0.1998857855796814,0.4978683590888977,0.0005320921773090959,0.497478187084198,0.49801579117774963,0.498046875,0.49796390533447266,0.8339398503303528,0.0009134905994869769,0.8329341411590576,0.8336580395698547,0.8344494700431824,0.8348140716552734,0.5221710205078125,0.007574263494461775,0.5325597524642944,0.5230518579483032,0.5169922113418579,0.5151399374008179,0.07371025532484055,0.009916334412992,0.08747271448373795,0.07448932528495789,0.06727295368909836,0.06435099989175797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5123915076255798,0.007878974080085754,0.5234425663948059,0.512235701084137,0.5073868632316589,0.5055064558982849,0.1870802640914917,0.009324006736278534,0.17620496451854706,0.19116581976413727,0.1913713663816452,0.1904841959476471,0.5001907348632812,0.001035800902172923,0.5009478330612183,0.49999380111694336,0.49995118379592896,0.4998021423816681,fla,"[2, 5, 8, 11]",80000,"[201326592, 201326592, 209387552, 201326592, 201326592, 209387552, 201326592, 201326592, 209387552, 201326592, 201326592, 209387552]","[1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480]",17760,6,e0_original,13662048,32475208,32475208,2,1930.57373046875,2048.0,pilot,bf16,0,100.0,"[6, 64, 64]",1280000,"[None, None, 'lr', None, None, 'rl', None, None, 'tb', None, None, 'bt']",11,0,outputs/pilot_m1_separated_seed11/final_metrics.json,10000,0,256,0.04086968256160617,0,0.21438753549009562,0.4012923508005984,0.15883832638430748,0.13723694677464665,0.1443973426627957,1805.854156000074
uniform,0.0,"[493191168, 493191168, 501252128, 493191168, 493191168, 501252128, 493191168, 493191168, 501252128, 493191168, 493191168, 501252128]","['softmax_attention', 'softmax_attention', 'gdn2_memory', 'softmax_attention', 'softmax_attention', 'gdn2_memory', 'softmax_attention', 'softmax_attention', 'gdn2_memory', 'softmax_attention', 'softmax_attention', 'gdn2_memory']","analytic dense MACs per image; one multiply-accumulate=1 MAC; includes patch/timestep projections, mixer projections, softmax QK+AV or the operator-equivalent GDN2 state recurrence, FFN, adaLN and output projection; excludes bias, normalization, nonlinear activation, trigonometric embedding and additions",0.20015185675525576,0.00022441311739385128,-0.002229704894125467,720.5466844389448,12,128,30m14s,29,44.950213371266,28,28.44950213371266,00m00s,0.0,train,pilot_m2_adaptive_seed11,adaptive,11.906875648,5.953437824,0.504515612190266,0.13762672245502472,m2_adaptive,384,32,721.7109060017424,5953437824,10000,0.7967121005058289,0.0011960399569943547,0.795257031917572,0.7962631583213806,0.7974575161933899,0.7980104684829712,0.515667736530304,0.003422325709834695,0.5198414325714111,0.5169312357902527,0.5137695670127869,0.51171875,0.04787407070398331,0.004970338195562363,0.05471263453364372,0.04896263778209686,0.045030977576971054,0.04213181138038635,0.0,0.0,0.0,0.0,0.0,0.0,0.5073013305664062,0.02659732475876808,0.5396599173545837,0.5171054005622864,0.4974731504917145,0.47156479954719543,0.5025988221168518,0.0014443554682657123,0.5008642673492432,0.5022296905517578,0.5033933520317078,0.5040737986564636,0.1472020298242569,0.0037681485991925,0.1417812705039978,0.1479216367006302,0.14994719624519348,0.1496158391237259,0.5067077875137329,0.0017689669039100409,0.5078240036964417,0.5078125,0.5068603754043579,0.5041743516921997,0.8229716420173645,0.0018911052029579878,0.8205540776252747,0.8221943974494934,0.8242026567459106,0.8251675367355347,0.5116363763809204,0.0038524740375578403,0.5167853832244873,0.512539803981781,0.5089355707168579,0.5078125,0.03615579754114151,0.004493590444326401,0.04217385873198509,0.03730219975113869,0.03370208665728569,0.030858656391501427,0.0,0.0,0.0,0.0,0.0,0.0,0.5060318112373352,0.02516840025782585,0.5337660908699036,0.5181503891944885,0.4998107850551605,0.46928614377975464,0.501736581325531,0.0009611825807951391,0.502232015132904,0.5017409920692444,0.501480758190155,0.5014492273330688,0.1876537948846817,0.007629150524735451,0.17673924565315247,0.19054827094078064,0.19251751899719238,0.19172464311122894,0.5048431754112244,0.0016737438272684813,0.5072265863418579,0.5041301846504211,0.50390625,0.50390625,0.8288254141807556,0.0017605230677872896,0.8267717361450195,0.8283970355987549,0.8298390507698059,0.8304862976074219,0.5135589838027954,0.004044931847602129,0.5187844634056091,0.5143685340881348,0.5116943717002869,0.5088720321655273,0.03667402267456055,0.005237322300672531,0.043744973838329315,0.03803384304046631,0.03367462381720543,0.030558668076992035,0.0,0.0,0.0,0.0,0.0,0.0,0.5021271109580994,0.027404174208641052,0.5340303182601929,0.5138335824012756,0.49354249238967896,0.46364378929138184,0.5069851279258728,0.0029700989834964275,0.510129451751709,0.5074592232704163,0.5054395794868469,0.5046208500862122,0.19823965430259705,0.00917579885572195,0.18619205057621002,0.20209690928459167,0.20317606627941132,0.20250552892684937,0.5030517578125,0.0016377450665459037,0.5038717985153198,0.5038813948631287,0.503283679485321,0.5010467767715454,0.8312366604804993,0.0011708573438227177,0.8296881318092346,0.8308717012405396,0.8319917917251587,0.8325420022010803,0.510363757610321,0.0033873138017952442,0.5149471759796143,0.5104871988296509,0.5078125,0.5078125,0.03543214872479439,0.005397201981395483,0.043043430894613266,0.0357813760638237,0.032091524451971054,0.030110279098153114,0.0,0.0,0.0,0.0,0.0,0.0,0.504833996295929,0.0150666618719697,0.5237017273902893,0.509566605091095,0.4984985291957855,0.4856387972831726,0.5133841633796692,0.008185084909200668,0.5249127745628357,0.5129363536834717,0.5082429051399231,0.506410539150238,0.1861342042684555,0.00866527296602726,0.1756787896156311,0.18968328833580017,0.19034992158412933,0.18970073759555817,0.5030304193496704,0.0022175172343850136,0.5050206780433655,0.50390625,0.50274658203125,0.5002170205116272,fla,"[2, 5, 8, 11]",80000,"[201326592, 201326592, 209387552, 201326592, 201326592, 209387552, 201326592, 201326592, 209387552, 201326592, 201326592, 209387552]","[1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480]",17760,6,e0_original,13662048,32475208,32475208,2,1930.57177734375,2048.0,pilot,bf16,0,100.0,"[6, 64, 64]",1280000,"[None, None, 'lr', None, None, 'rl', None, None, 'tb', None, None, 'bt']",11,0,outputs/pilot_m2_adaptive_seed11/final_metrics.json,10000,0,256,0.04110314405988902,0,0.21612227987498045,0.4065095559639089,0.16114544028499325,0.13771602222695947,0.14298847259259692,1816.2561941699823
uniform,0.0,"[493191168, 493191168, 501252128, 493191168, 493191168, 501252128, 493191168, 493191168, 501252128, 493191168, 493191168, 501252128]","['softmax_attention', 'softmax_attention', 'gdn2_memory', 'softmax_attention', 'softmax_attention', 'gdn2_memory', 'softmax_attention', 'softmax_attention', 'gdn2_memory', 'softmax_attention', 'softmax_attention', 'gdn2_memory']","analytic dense MACs per image; one multiply-accumulate=1 MAC; includes patch/timestep projections, mixer projections, softmax QK+AV or the operator-equivalent GDN2 state recurrence, FFN, adaLN and output projection; excludes bias, normalization, nonlinear activation, trigonometric embedding and additions",0.19670795179276163,-8.685525972396135e-05,-0.002191842533648014,708.1486266249558,12,128,30m02s,29,44.950213371266,28,28.44950213371266,00m00s,0.0,train,pilot_ms_static_seed11,static,11.906875648,5.953437824,0.5010717072277718,0.13409560918807983,ms_static,384,32,719.7429174906523,5953437824,10000,0.7970940470695496,0.0011187929194420576,0.7956265807151794,0.7966763377189636,0.7978398203849792,0.7983725070953369,0.5162017941474915,0.003356378758326173,0.5201631784439087,0.5173044204711914,0.5151001214981079,0.5118208527565002,0.0497804656624794,0.002693857066333294,0.053683653473854065,0.05003172531723976,0.04784240946173668,0.04721248894929886,0.0,0.0,0.0,0.0,0.0,0.0,0.52734375,0.0,0.52734375,0.52734375,0.52734375,0.52734375,0.5023646354675293,0.0014130660565569997,0.5006399154663086,0.5020223259925842,0.5031563639640808,0.503804087638855,0.1466464251279831,0.0036327457055449486,0.1414516270160675,0.14735649526119232,0.14929664134979248,0.14891831576824188,0.5074829459190369,0.0019145980477333069,0.5090532898902893,0.5078125,0.5076904296875,0.5051828026771545,0.8226100206375122,0.0019983770325779915,0.820124089717865,0.8218179941177368,0.8238769769668579,0.824860155582428,0.511914074420929,0.0038794551510363817,0.5170037150382996,0.5127637386322021,0.509594738483429,0.5078125,0.03759460523724556,0.002947119763121009,0.04168557748198509,0.03798408433794975,0.03560180589556694,0.03473339229822159,0.0,0.0,0.0,0.0,0.0,0.0,0.52734375,0.0,0.52734375,0.52734375,0.52734375,0.52734375,0.5022382736206055,0.000827921146992594,0.5027727484703064,0.5022598505020142,0.5019628405570984,0.5019097328186035,0.18785840272903442,0.007761070504784584,0.1767246574163437,0.1907547563314438,0.1928069293498993,0.19208233058452606,0.5050506591796875,0.001802346552722156,0.5075252652168274,0.5046526789665222,0.50390625,0.50390625,0.8301499485969543,0.00158221204765141,0.8283589482307434,0.8297852873802185,0.8310331702232361,0.8315907716751099,0.5141083002090454,0.0034698902163654566,0.5187729597091675,0.5145426988601685,0.51171875,0.5109783411026001,0.03701496124267578,0.0034857734572142363,0.041836369782686234,0.03766685724258423,0.034665681421756744,0.03344567120075226,0.0,0.0,0.0,0.0,0.0,0.0,0.51171875,0.0,0.51171875,0.51171875,0.51171875,0.51171875,0.5072051286697388,0.003173828125,0.5107976198196411,0.507683515548706,0.5054628252983093,0.5045439600944519,0.19996324181556702,0.009197290986776352,0.18796974420547485,0.20394612848758698,0.20486266911029816,0.20407910645008087,0.5030731558799744,0.0018593196291476488,0.5043543577194214,0.50390625,0.5035156607627869,0.5003319382667542,0.831098735332489,0.0013372133253142238,0.829584002494812,0.8307332992553711,0.8318368792533875,0.8323853015899658,0.5103179812431335,0.0032480796799063683,0.5147174000740051,0.5105493664741516,0.5078125,0.5078125,0.03558550029993057,0.004206862300634384,0.041586484760046005,0.03572928160429001,0.032830048352479935,0.03165171667933464,0.0,0.0,0.0,0.0,0.0,0.0,0.51171875,0.0,0.51171875,0.51171875,0.51171875,0.51171875,0.5130542516708374,0.007890313863754272,0.5241782069206238,0.5127801895141602,0.5080657005310059,0.5061919093132019,0.18668603897094727,0.008830713108181953,0.1758900135755539,0.19020265340805054,0.19106626510620117,0.1904924064874649,0.5032196044921875,0.0023353425785899162,0.5054802298545837,0.50390625,0.50299072265625,0.5002425312995911,fla,"[2, 5, 8, 11]",80000,"[201326592, 201326592, 209387552, 201326592, 201326592, 209387552, 201326592, 201326592, 209387552, 201326592, 201326592, 209387552]","[1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480]",17760,6,e0_original,13662048,32475208,32475208,2,1930.57177734375,2048.0,pilot,bf16,0,100.0,"[6, 64, 64]",1280000,"[None, None, 'lr', None, None, 'rl', None, None, 'tb', None, None, 'bt']",11,0,outputs/pilot_ms_static_seed11/final_metrics.json,10000,0,256,0.040791875682771206,0,0.2161601422354579,0.4066566601395607,0.16105743374224682,0.13771552741527557,0.14307422906744713,1803.8581363559933
